"id_aforo","fecha_ingreso","fecha_salida"
90197,2020-09-12 12:06:57,
90198,2020-09-12 12:06:58,
90199,2020-09-12 12:06:59,
90200,2020-09-12 12:07:03,
90201,,2020-09-12 12:07:05
90202,,2020-09-12 12:07:06
90203,2020-09-12 12:07:13,
90204,2020-09-12 12:07:13,
90205,2020-09-12 12:07:24,
90206,,2020-09-12 12:07:27
90207,,2020-09-12 12:07:28
90208,2020-09-12 12:07:33,
90209,2020-09-12 12:07:34,
90210,,2020-09-12 12:07:42
90211,,2020-09-12 12:07:42
90212,2020-09-12 12:07:50,
90213,2020-09-12 12:07:51,
90214,2020-09-12 12:07:52,
90215,2020-09-12 12:08:00,
90216,,2020-09-12 12:08:09
90217,,2020-09-12 12:08:13
90218,,2020-09-12 12:08:14
90219,,2020-09-12 12:08:19
90220,,2020-09-12 12:08:26
90221,,2020-09-12 12:08:26
90222,,2020-09-12 12:08:29
90223,,2020-09-12 12:08:35
90224,2020-09-12 12:08:49,
90225,2020-09-12 12:08:54,
90226,,2020-09-12 12:08:54
90227,,2020-09-12 12:08:56
90228,,2020-09-12 12:08:57
90229,,2020-09-12 12:09:12
90230,,2020-09-12 12:09:19
90231,,2020-09-12 12:09:23
90232,2020-09-12 12:09:30,
90233,2020-09-12 12:09:30,
90234,,2020-09-12 12:09:31
90594,,2020-09-12 12:32:18
90595,,2020-09-12 12:32:18
90596,,2020-09-12 12:32:18
90597,,2020-09-12 12:32:18
90598,,2020-09-12 12:32:36
90599,2020-09-12 12:32:47,
90600,,2020-09-12 12:32:51
90638,2020-09-12 12:35:34,
90648,2020-09-12 12:35:46,
90658,,2020-09-12 12:36:45
90677,,2020-09-12 12:38:31
90687,2020-09-12 12:38:59,
90696,,2020-09-12 12:39:51
90706,2020-09-12 12:40:14,
90716,,2020-09-12 12:40:38
90726,,2020-09-12 12:40:39
90736,2020-09-12 12:41:14,
90745,,2020-09-12 12:41:59
90755,2020-09-12 12:42:25,
90765,2020-09-12 12:43:21,
90773,2020-09-12 12:44:22,
90774,,2020-09-12 12:44:41
90775,,2020-09-12 12:44:44
90776,,2020-09-12 12:44:44
90777,2020-09-12 12:44:52,
90778,2020-09-12 12:45:09,
90779,2020-09-12 12:45:11,
90780,,2020-09-12 12:45:14
90781,2020-09-12 12:45:27,
90782,2020-09-12 12:45:28,
90783,,2020-09-12 12:45:35
90784,,2020-09-12 12:45:48
90785,,2020-09-12 12:45:48
90786,,2020-09-12 12:45:49
90787,,2020-09-12 12:45:51
90788,2020-09-12 12:46:20,
90789,2020-09-12 12:46:20,
90790,2020-09-12 12:46:22,
90791,2020-09-12 12:46:43,
90792,2020-09-12 12:46:43,
90793,2020-09-12 12:46:44,
90794,,2020-09-12 12:46:47
90795,,2020-09-12 12:46:48
90796,2020-09-12 12:46:52,
90797,2020-09-12 12:46:52,
90798,2020-09-12 12:46:52,
90799,2020-09-12 12:46:54,
90800,,2020-09-12 12:46:55
90801,,2020-09-12 12:46:55
90802,,2020-09-12 12:46:55
90803,,2020-09-12 12:46:56
90804,,2020-09-12 12:46:56
90805,2020-09-12 12:46:56,
90806,2020-09-12 12:46:56,
90807,2020-09-12 12:46:56,
90808,,2020-09-12 12:46:56
90809,,2020-09-12 12:46:57
87517,2020-09-12 09:05:09,
88164,,2020-09-12 10:04:20
88955,,2020-09-12 10:59:50
88957,,2020-09-12 10:59:51
88959,2020-09-12 11:00:02,
